idat	number_probes	number_mid_blocks	red_green	manifest_file	sentrix_barcode	chip_type	sentrix_position	opa	sample_name	description	sample_plate	sample_well	unknown1	unknown2	chip_type_guess	scan_date	scanner_data
3998887055_R01C02_Grn.idat	191668	191668	00 00 00 00		3998887055	BeadChip 12x1Q	R01C02								CanineHD	4/16/2015 11:54:50 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887055_R02C02_Grn.idat	191668	191668	00 00 00 00		3998887055	BeadChip 12x1Q	R02C02								CanineHD	4/16/2015 12:09:54 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219020_R01C01_Grn.idat	191668	191668	00 00 00 00		9806219020	BeadChip 12x1Q	R01C01								CanineHD	8/8/2014 5:49:05 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219020_R02C01_Grn.idat	191668	191668	00 00 00 00		9806219020	BeadChip 12x1Q	R02C01								CanineHD	8/8/2014 6:04:13 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219020_R03C01_Grn.idat	191668	191668	00 00 00 00		9806219020	BeadChip 12x1Q	R03C01								CanineHD	8/8/2014 6:19:22 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219031_R01C01_Grn.idat	191668	191668	00 00 00 00		9806219031	BeadChip 12x1Q	R01C01								CanineHD	7/20/2014 7:50:17 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219035_R03C02_Grn.idat	191668	191668	00 00 00 00		9806219035	BeadChip 12x1Q	R03C02								CanineHD	6/27/2014 12:35:44 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219039_R05C01_Grn.idat	191668	191668	00 00 00 00		9806219039	BeadChip 12x1Q	R05C01								CanineHD	8/8/2014 9:56:35 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219039_R05C02_Grn.idat	191668	191668	00 00 00 00		9806219039	BeadChip 12x1Q	R05C02								CanineHD	8/8/2014 11:27:02 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219039_R06C02_Grn.idat	191668	191668	00 00 00 00		9806219039	BeadChip 12x1Q	R06C02								CanineHD	8/8/2014 11:42:05 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219039_R06C01_Grn.idat	191668	191668	00 00 00 00		9806219039	BeadChip 12x1Q	R06C01								CanineHD	8/8/2014 10:11:37 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219039_R01C02_Grn.idat	191668	191668	00 00 00 00		9806219039	BeadChip 12x1Q	R01C02								CanineHD	8/8/2014 10:26:42 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219039_R02C02_Grn.idat	191668	191668	00 00 00 00		9806219039	BeadChip 12x1Q	R02C02								CanineHD	8/8/2014 10:41:46 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219039_R03C02_Grn.idat	191668	191668	00 00 00 00		9806219039	BeadChip 12x1Q	R03C02								CanineHD	8/8/2014 10:56:55 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219039_R04C02_Grn.idat	191668	191668	00 00 00 00		9806219039	BeadChip 12x1Q	R04C02								CanineHD	8/8/2014 11:12:00 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219041_R04C01_Grn.idat	191668	191668	00 00 00 00		9806219041	BeadChip 12x1Q	R04C01								CanineHD	7/24/2014 8:31:41 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219041_R05C01_Grn.idat	191668	191668	00 00 00 00		9806219041	BeadChip 12x1Q	R05C01								CanineHD	7/24/2014 8:46:48 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219049_R04C02_Grn.idat	191668	191668	00 00 00 00		9806219049	BeadChip 12x1Q	R04C02								CanineHD	7/25/2014 1:26:10 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219049_R05C02_Grn.idat	191668	191668	00 00 00 00		9806219049	BeadChip 12x1Q	R05C02								CanineHD	7/25/2014 1:41:13 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219050_R01C01_Grn.idat	191668	191668	00 00 00 00		9806219050	BeadChip 12x1Q	R01C01								CanineHD	8/11/2014 1:03:48 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881022_R06C01_Grn.idat	191668	191668	00 00 00 00		9830881022	BeadChip 12x1Q	R06C01								CanineHD	6/26/2014 6:27:04 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881022_R01C02_Grn.idat	191668	191668	00 00 00 00		9830881022	BeadChip 12x1Q	R01C02								CanineHD	6/26/2014 6:42:06 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881022_R05C01_Grn.idat	191668	191668	00 00 00 00		9830881022	BeadChip 12x1Q	R05C01								CanineHD	6/26/2014 6:11:57 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881022_R04C01_Grn.idat	191668	191668	00 00 00 00		9830881022	BeadChip 12x1Q	R04C01								CanineHD	6/26/2014 5:56:50 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510082_R05C02_Grn.idat	191668	191668	00 00 00 00		9933510082	BeadChip 12x1Q	R05C02								CanineHD	9/19/2014 7:10:40 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510082_R06C02_Grn.idat	191668	191668	00 00 00 00		9933510082	BeadChip 12x1Q	R06C02								CanineHD	9/19/2014 7:25:44 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510117_R03C02_Grn.idat	191668	191668	00 00 00 00		9933510117	BeadChip 12x1Q	R03C02								CanineHD	9/11/2014 9:00:53 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510117_R04C02_Grn.idat	191668	191668	00 00 00 00		9933510117	BeadChip 12x1Q	R04C02								CanineHD	9/11/2014 9:16:01 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510117_R05C02_Grn.idat	191668	191668	00 00 00 00		9933510117	BeadChip 12x1Q	R05C02								CanineHD	9/11/2014 9:31:04 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510117_R06C02_Grn.idat	191668	191668	00 00 00 00		9933510117	BeadChip 12x1Q	R06C02								CanineHD	9/11/2014 9:46:14 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510137_R01C01_Grn.idat	191668	191668	00 00 00 00		9933510137	BeadChip 12x1Q	R01C01								CanineHD	9/11/2014 10:07:15 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510137_R02C01_Grn.idat	191668	191668	00 00 00 00		9933510137	BeadChip 12x1Q	R02C01								CanineHD	9/11/2014 10:22:20 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510185_R01C01_Grn.idat	191668	191668	00 00 00 00		9933510185	BeadChip 12x1Q	R01C01								CanineHD	9/19/2014 7:46:44 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9270665023_R06C02_Grn.idat	191668	191668	00 00 00 00		9270665023	BeadChip 12x1Q	R06C02								CanineHD	8/14/2013 10:31:50 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9270665023_R03C01_Grn.idat	191668	191668	00 00 00 00		9270665023	BeadChip 12x1Q	R03C01								CanineHD	8/14/2013 8:15:32 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219002_R01C01_Grn.idat	191668	191668	00 00 00 00		9806219002	BeadChip 12x1Q	R01C01								CanineHD	7/23/2014 4:34:15 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219002_R02C01_Grn.idat	191668	191668	00 00 00 00		9806219002	BeadChip 12x1Q	R02C01								CanineHD	7/23/2014 4:49:20 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9270665010_R01C02_Grn.idat	191668	191668	00 00 00 00		9270665010	BeadChip 12x1Q	R01C02								CanineHD	8/7/2013 8:30:57 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219042_R01C01_Grn.idat	191668	191668	00 00 00 00		9806219042	BeadChip 12x1Q	R01C01								CanineHD	7/24/2014 10:17:56 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219044_R01C02_Grn.idat	191668	191668	00 00 00 00		9806219044	BeadChip 12x1Q	R01C02								CanineHD	7/24/2014 2:55:42 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219042_R02C01_Grn.idat	191668	191668	00 00 00 00		9806219042	BeadChip 12x1Q	R02C01								CanineHD	7/24/2014 10:32:59 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219042_R03C01_Grn.idat	191668	191668	00 00 00 00		9806219042	BeadChip 12x1Q	R03C01								CanineHD	7/24/2014 10:48:04 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219042_R05C01_Grn.idat	191668	191668	00 00 00 00		9806219042	BeadChip 12x1Q	R05C01								CanineHD	7/24/2014 11:18:16 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219044_R05C01_Grn.idat	191668	191668	00 00 00 00		9806219044	BeadChip 12x1Q	R05C01								CanineHD	7/24/2014 2:25:27 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219042_R06C01_Grn.idat	191668	191668	00 00 00 00		9806219042	BeadChip 12x1Q	R06C01								CanineHD	7/24/2014 11:33:25 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219044_R06C01_Grn.idat	191668	191668	00 00 00 00		9806219044	BeadChip 12x1Q	R06C01								CanineHD	7/24/2014 2:40:33 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9270664010_R03C01_Grn.idat	191668	191668	00 00 00 00		9270664010	BeadChip 12x1Q	R03C01								CanineHD	8/15/2013 5:10:44 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219017_R04C02_Grn.idat	191668	191668	00 00 00 00		9806219017	BeadChip 12x1Q	R04C02								CanineHD	7/15/2014 1:29:12 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219023_R04C01_Grn.idat	191668	191668	00 00 00 00		9806219023	BeadChip 12x1Q	R04C01								CanineHD	7/14/2014 8:51:52 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219004_R01C02_Grn.idat	191668	191668	00 00 00 00		9806219004	BeadChip 12x1Q	R01C02								CanineHD	7/18/2014 7:45:20 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219004_R05C01_Grn.idat	191668	191668	00 00 00 00		9806219004	BeadChip 12x1Q	R05C01								CanineHD	7/18/2014 7:15:04 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219004_R06C01_Grn.idat	191668	191668	00 00 00 00		9806219004	BeadChip 12x1Q	R06C01								CanineHD	7/18/2014 7:30:12 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219043_R05C01_Grn.idat	191668	191668	00 00 00 00		9806219043	BeadChip 12x1Q	R05C01								CanineHD	7/20/2014 2:36:12 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881008_R02C01_Grn.idat	191668	191668	00 00 00 00		9830881008	BeadChip 12x1Q	R02C01								CanineHD	6/25/2014 6:40:59 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881008_R03C01_Grn.idat	191668	191668	00 00 00 00		9830881008	BeadChip 12x1Q	R03C01								CanineHD	6/25/2014 6:56:07 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881008_R04C01_Grn.idat	191668	191668	00 00 00 00		9830881008	BeadChip 12x1Q	R04C01								CanineHD	6/25/2014 7:11:16 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838041_R03C02_Grn.idat	191668	191668	00 00 00 00		9700838041	BeadChip 12x1Q	R03C02								CanineHD	7/14/2014 11:55:04 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838041_R04C02_Grn.idat	191668	191668	00 00 00 00		9700838041	BeadChip 12x1Q	R04C02								CanineHD	7/14/2014 12:10:12 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838041_R05C02_Grn.idat	191668	191668	00 00 00 00		9700838041	BeadChip 12x1Q	R05C02								CanineHD	7/14/2014 12:25:12 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838010_R01C02_Grn.idat	191668	191668	00 00 00 00		9700838010	BeadChip 12x1Q	R01C02								CanineHD	7/3/2014 5:12:48 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838010_R02C02_Grn.idat	191668	191668	00 00 00 00		9700838010	BeadChip 12x1Q	R02C02								CanineHD	7/3/2014 5:28:00 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838010_R06C01_Grn.idat	191668	191668	00 00 00 00		9700838010	BeadChip 12x1Q	R06C01								CanineHD	7/3/2014 4:57:42 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838012_R03C02_Grn.idat	191668	191668	00 00 00 00		9700838012	BeadChip 12x1Q	R03C02								CanineHD	7/3/2014 8:50:01 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838026_R03C01_Grn.idat	191668	191668	00 00 00 00		9700838026	BeadChip 12x1Q	R03C01								CanineHD	7/7/2014 2:27:24 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838057_R05C02_Grn.idat	191668	191668	00 00 00 00		9700838057	BeadChip 12x1Q	R05C02								CanineHD	7/7/2014 12:31:28 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9700838057_R06C02_Grn.idat	191668	191668	00 00 00 00		9700838057	BeadChip 12x1Q	R06C02								CanineHD	7/7/2014 12:46:37 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881004_R04C01_Grn.idat	191668	191668	00 00 00 00		9830881004	BeadChip 12x1Q	R04C01								CanineHD	8/11/2014 5:10:28 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881004_R05C01_Grn.idat	191668	191668	00 00 00 00		9830881004	BeadChip 12x1Q	R05C01								CanineHD	8/11/2014 5:25:35 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510161_R04C02_Grn.idat	191668	191668	00 00 00 00		9933510161	BeadChip 12x1Q	R04C02								CanineHD	9/12/2014 12:44:17 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881004_R03C01_Grn.idat	191668	191668	00 00 00 00		9830881004	BeadChip 12x1Q	R03C01								CanineHD	8/11/2014 4:55:21 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9374872029_R04C02_Grn.idat	191668	191668	00 00 00 00		9374872029	BeadChip 12x1Q	R04C02								CanineHD	8/8/2013 10:49:49 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881008_R06C01_Grn.idat	191668	191668	00 00 00 00		9830881008	BeadChip 12x1Q	R06C01								CanineHD	6/25/2014 7:41:39 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881008_R05C01_Grn.idat	191668	191668	00 00 00 00		9830881008	BeadChip 12x1Q	R05C01								CanineHD	6/25/2014 7:26:28 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881008_R01C02_Grn.idat	191668	191668	00 00 00 00		9830881008	BeadChip 12x1Q	R01C02								CanineHD	6/25/2014 7:56:42 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881008_R02C02_Grn.idat	191668	191668	00 00 00 00		9830881008	BeadChip 12x1Q	R02C02								CanineHD	6/25/2014 8:11:52 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881004_R01C01_Grn.idat	191668	191668	00 00 00 00		9830881004	BeadChip 12x1Q	R01C01								CanineHD	8/11/2014 4:25:13 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9255905046_R01C01_Grn.idat	191668	191668	00 00 00 00		9255905046	BeadChip 12x1Q	R01C01								CanineHD	8/15/2013 10:24:44 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219037_R01C02_Grn.idat	191668	191668	00 00 00 00		9806219037	BeadChip 12x1Q	R01C02								CanineHD	7/24/2014 12:19:35 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219041_R01C02_Grn.idat	191668	191668	00 00 00 00		9806219041	BeadChip 12x1Q	R01C02								CanineHD	7/24/2014 9:17:03 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219037_R02C01_Grn.idat	191668	191668	00 00 00 00		9806219037	BeadChip 12x1Q	R02C01								CanineHD	7/23/2014 11:03:57 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219037_R02C02_Grn.idat	191668	191668	00 00 00 00		9806219037	BeadChip 12x1Q	R02C02								CanineHD	7/24/2014 12:34:42 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219041_R02C02_Grn.idat	191668	191668	00 00 00 00		9806219041	BeadChip 12x1Q	R02C02								CanineHD	7/24/2014 9:32:06 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219037_R03C02_Grn.idat	191668	191668	00 00 00 00		9806219037	BeadChip 12x1Q	R03C02								CanineHD	7/24/2014 12:49:52 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219041_R03C02_Grn.idat	191668	191668	00 00 00 00		9806219041	BeadChip 12x1Q	R03C02								CanineHD	7/24/2014 9:47:18 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219041_R04C02_Grn.idat	191668	191668	00 00 00 00		9806219041	BeadChip 12x1Q	R04C02								CanineHD	7/24/2014 10:02:30 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219041_R06C01_Grn.idat	191668	191668	00 00 00 00		9806219041	BeadChip 12x1Q	R06C01								CanineHD	7/24/2014 9:01:52 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219042_R01C02_Grn.idat	191668	191668	00 00 00 00		9806219042	BeadChip 12x1Q	R01C02								CanineHD	7/24/2014 11:48:28 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219042_R02C02_Grn.idat	191668	191668	00 00 00 00		9806219042	BeadChip 12x1Q	R02C02								CanineHD	7/24/2014 12:03:32 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219042_R03C02_Grn.idat	191668	191668	00 00 00 00		9806219042	BeadChip 12x1Q	R03C02								CanineHD	7/24/2014 12:18:43 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219042_R04C02_Grn.idat	191668	191668	00 00 00 00		9806219042	BeadChip 12x1Q	R04C02								CanineHD	7/24/2014 12:33:46 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219042_R05C02_Grn.idat	191668	191668	00 00 00 00		9806219042	BeadChip 12x1Q	R05C02								CanineHD	7/24/2014 12:48:58 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881004_R06C01_Grn.idat	191668	191668	00 00 00 00		9830881004	BeadChip 12x1Q	R06C01								CanineHD	8/11/2014 5:40:40 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881004_R01C02_Grn.idat	191668	191668	00 00 00 00		9830881004	BeadChip 12x1Q	R01C02								CanineHD	8/11/2014 5:55:50 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881004_R02C02_Grn.idat	191668	191668	00 00 00 00		9830881004	BeadChip 12x1Q	R02C02								CanineHD	8/11/2014 6:10:57 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9830881004_R03C02_Grn.idat	191668	191668	00 00 00 00		9830881004	BeadChip 12x1Q	R03C02								CanineHD	8/11/2014 6:26:02 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
